Filename,Nucleus_ID,Condition,Area_um2,Equivalent_diameter_um,Perimeter_um,Eccentricity,Solidity,Orientation_rad,DAPI_mean_intensity,DAPI_integrated_intensity,Actin_mean_intensity,Centroid_y_px,Centroid_x_px
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #1.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #1_nucleus_0001,Blebbi,162.6464555779174,14.390548948973956,48.13673377989587,0.4412471397234621,0.9891532973151318,-0.24763078585936055,3008.250244140625,72149873.85546875,1242.853515625,280.6297948632422,342.39513842561706
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #1.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #1_nucleus_0002,Blebbi,166.31522360942398,14.551945560336247,49.269646816367874,0.43339531110550394,0.9826114828318442,1.4770888198270324,2653.72802734375,65082679.87060547,542.41064453125,523.9926197757391,411.96322120285424
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #2.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #2_nucleus_0001,Blebbi,208.25853280511356,16.28382631619472,56.45504749399986,0.5702225610238926,0.9793041869957588,0.61766052088333,2217.384765625,68095886.15234375,611.9680786132812,493.4903940084663,420.66395310973627
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #3.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #3_nucleus_0001,Blebbi,149.7481250863731,13.808158262777766,46.43464598108789,0.5743636487661004,0.9876554253511047,0.826864274721892,2045.7884521484375,45175100.6003418,920.01220703125,243.36753917217644,502.31378498324426
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #3.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #3_nucleus_0002,Blebbi,133.96767553126077,13.060357659828865,44.10887581755989,0.6837653333191328,0.9896798757577275,-0.059267882147995894,1836.6519775390625,36283059.81628418,924.2657470703125,345.4350797266515,263.11176917236145
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #3.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #3_nucleus_0003,Blebbi,146.04544977176573,13.636379357367742,45.84406982343989,0.6105586460304365,0.9895239845616615,0.9120009152817825,1827.3211669921875,39353188.65234375,716.8088989257812,553.4155367756315,591.7321229569094
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #3.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #3_nucleus_0004,Blebbi,159.99490603943485,14.27276572096646,48.178116538735885,0.6455718916370589,0.9880643269955608,1.5286621356019485,1695.5037841796875,40002020.78015137,558.203857421875,612.6334505997542,367.27694655194335
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #4.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #4_nucleus_0001,Blebbi,3.2008475247155195,2.0187733020662475,6.486641150575984,0.3481994517087618,0.9711934156378601,-1.3737612118928513,1449.86865234375,684338.00390625,245.86863708496094,151.79025423728814,449.46610169491527
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #4.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #4_nucleus_0002,Blebbi,158.45551538665853,14.203937069407363,47.28155160460788,0.5836566028136634,0.991008567308508,0.1291632439810109,1700.0428466796875,39723201.15551758,316.0202941894531,301.17855002995805,274.1380210562356
MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #4.tif,MAX_Blebbi-Airyscan Processing-10.czi - Blebbi-Airyscan Processing-10.czi #4_nucleus_0003,Blebbi,168.89217712508477,14.664248999252345,50.47078049519187,0.6479218397736703,0.9799716691587315,0.482348091043225,1633.295166015625,40677216.10961914,447.8696594238281,319.06211604095563,575.3790002007629
